# Monto Carlo sim (Gaussian bias) with parallel MOSFETs,
#Run #, ro
6.30000000000000e+02,1.88807000000000e+02
6.31000000000000e+02,2.06520000000000e+02
6.32000000000000e+02,1.84654000000000e+02
6.33000000000000e+02,1.79805000000000e+02
6.34000000000000e+02,1.86884000000000e+02
6.35000000000000e+02,1.99689000000000e+02
6.36000000000000e+02,1.76190000000000e+02
6.37000000000000e+02,1.74601000000000e+02
6.38000000000000e+02,1.85746000000000e+02
6.39000000000000e+02,1.83072000000000e+02
6.40000000000000e+02,1.88234000000000e+02
6.41000000000000e+02,1.80768000000000e+02
6.42000000000000e+02,2.14693000000000e+02
6.43000000000000e+02,1.80376000000000e+02
6.44000000000000e+02,1.92644000000000e+02
6.45000000000000e+02,2.14693000000000e+02
6.46000000000000e+02,2.14693000000000e+02
6.47000000000000e+02,1.93149000000000e+02
6.48000000000000e+02,1.79644000000000e+02
6.49000000000000e+02,1.93541000000000e+02
6.50000000000000e+02,1.84100000000000e+02
6.51000000000000e+02,1.84668000000000e+02
6.52000000000000e+02,1.90067000000000e+02
6.53000000000000e+02,1.77799000000000e+02
6.54000000000000e+02,1.84228000000000e+02
6.55000000000000e+02,1.77031000000000e+02
6.56000000000000e+02,1.81189000000000e+02
6.57000000000000e+02,1.83248000000000e+02
6.58000000000000e+02,2.03141000000000e+02
6.59000000000000e+02,1.82764000000000e+02
6.60000000000000e+02,1.78555000000000e+02
6.61000000000000e+02,1.95824000000000e+02
6.62000000000000e+02,2.05717000000000e+02
6.63000000000000e+02,1.90532000000000e+02
6.64000000000000e+02,1.92982000000000e+02
6.65000000000000e+02,1.86264000000000e+02
6.66000000000000e+02,1.87186000000000e+02
6.67000000000000e+02,1.84107000000000e+02
6.68000000000000e+02,1.79683000000000e+02
6.69000000000000e+02,1.89313000000000e+02
6.70000000000000e+02,1.92630000000000e+02
6.71000000000000e+02,1.88904000000000e+02
6.72000000000000e+02,1.86078000000000e+02
6.73000000000000e+02,1.83174000000000e+02
6.74000000000000e+02,1.98686000000000e+02
6.75000000000000e+02,1.87557000000000e+02
6.76000000000000e+02,1.83209000000000e+02
6.77000000000000e+02,1.80103000000000e+02
6.78000000000000e+02,1.96542000000000e+02
6.79000000000000e+02,1.78782000000000e+02
6.80000000000000e+02,1.95443000000000e+02
6.81000000000000e+02,1.83388000000000e+02
6.82000000000000e+02,1.87502000000000e+02
6.83000000000000e+02,1.85004000000000e+02
6.84000000000000e+02,1.85534000000000e+02
6.85000000000000e+02,2.14101000000000e+02
6.86000000000000e+02,1.83693000000000e+02
6.87000000000000e+02,1.88242000000000e+02
6.88000000000000e+02,1.84148000000000e+02
6.89000000000000e+02,1.84039000000000e+02
6.90000000000000e+02,1.85168000000000e+02
6.91000000000000e+02,1.78749000000000e+02
6.92000000000000e+02,1.80353000000000e+02
6.93000000000000e+02,1.99442000000000e+02
6.94000000000000e+02,1.81254000000000e+02
6.95000000000000e+02,1.74217000000000e+02
6.96000000000000e+02,1.76016000000000e+02
6.97000000000000e+02,1.73839000000000e+02
6.98000000000000e+02,1.87260000000000e+02
6.99000000000000e+02,1.85771000000000e+02
7.00000000000000e+02,1.78172000000000e+02
7.01000000000000e+02,1.83639000000000e+02
7.02000000000000e+02,2.10514000000000e+02
7.03000000000000e+02,1.93550000000000e+02
7.04000000000000e+02,1.90667000000000e+02
7.05000000000000e+02,1.88190000000000e+02
7.06000000000000e+02,1.82407000000000e+02
7.07000000000000e+02,1.93921000000000e+02
7.08000000000000e+02,1.93175000000000e+02
7.09000000000000e+02,1.86202000000000e+02
7.10000000000000e+02,1.76613000000000e+02
7.11000000000000e+02,2.10927000000000e+02
7.12000000000000e+02,1.79035000000000e+02
7.13000000000000e+02,1.78749000000000e+02
7.14000000000000e+02,1.85419000000000e+02
7.15000000000000e+02,1.77661000000000e+02
7.16000000000000e+02,1.74241000000000e+02
7.17000000000000e+02,1.86249000000000e+02
7.18000000000000e+02,1.84192000000000e+02
7.19000000000000e+02,2.00581000000000e+02
7.20000000000000e+02,1.93741000000000e+02
7.21000000000000e+02,1.77583000000000e+02
7.22000000000000e+02,1.76283000000000e+02
7.23000000000000e+02,1.85147000000000e+02
7.24000000000000e+02,1.81739000000000e+02
7.25000000000000e+02,1.85430000000000e+02
7.26000000000000e+02,1.90610000000000e+02
7.27000000000000e+02,1.90052000000000e+02
7.28000000000000e+02,1.81093000000000e+02
7.29000000000000e+02,1.78924000000000e+02
7.30000000000000e+02,1.83651000000000e+02
7.31000000000000e+02,1.81300000000000e+02
7.32000000000000e+02,1.81806000000000e+02
7.33000000000000e+02,1.86831000000000e+02
7.34000000000000e+02,1.85581000000000e+02
7.35000000000000e+02,1.82199000000000e+02
7.36000000000000e+02,1.95022000000000e+02
7.37000000000000e+02,1.79996000000000e+02
7.38000000000000e+02,2.00577000000000e+02
7.39000000000000e+02,1.89016000000000e+02
7.40000000000000e+02,1.91917000000000e+02
7.41000000000000e+02,2.07126000000000e+02
7.42000000000000e+02,1.89232000000000e+02
7.43000000000000e+02,2.07036000000000e+02
7.44000000000000e+02,1.88651000000000e+02
7.45000000000000e+02,1.78519000000000e+02
7.46000000000000e+02,1.78321000000000e+02
7.47000000000000e+02,1.91453000000000e+02
7.48000000000000e+02,1.85116000000000e+02
7.49000000000000e+02,1.76216000000000e+02
7.50000000000000e+02,1.87643000000000e+02
7.51000000000000e+02,1.91490000000000e+02
7.52000000000000e+02,1.82899000000000e+02
7.53000000000000e+02,1.76232000000000e+02
7.54000000000000e+02,1.80112000000000e+02
7.55000000000000e+02,2.09113000000000e+02
7.56000000000000e+02,1.79250000000000e+02
7.57000000000000e+02,1.74746000000000e+02
7.58000000000000e+02,1.89777000000000e+02
7.59000000000000e+02,1.85768000000000e+02
7.60000000000000e+02,1.82635000000000e+02
7.61000000000000e+02,1.94877000000000e+02
7.62000000000000e+02,2.01724000000000e+02
7.63000000000000e+02,1.78832000000000e+02
7.64000000000000e+02,1.98708000000000e+02
7.65000000000000e+02,1.82235000000000e+02
7.66000000000000e+02,1.87619000000000e+02
7.67000000000000e+02,1.79642000000000e+02
7.68000000000000e+02,1.87444000000000e+02
7.69000000000000e+02,1.76422000000000e+02
7.70000000000000e+02,1.90703000000000e+02
7.71000000000000e+02,1.88420000000000e+02
7.72000000000000e+02,1.80758000000000e+02
7.73000000000000e+02,1.80892000000000e+02
7.74000000000000e+02,1.86924000000000e+02
7.75000000000000e+02,1.88550000000000e+02
7.76000000000000e+02,1.83991000000000e+02
7.77000000000000e+02,1.84789000000000e+02
7.78000000000000e+02,1.75290000000000e+02
7.79000000000000e+02,1.96523000000000e+02
7.80000000000000e+02,1.75221000000000e+02
7.81000000000000e+02,1.78305000000000e+02
7.82000000000000e+02,1.85065000000000e+02
7.83000000000000e+02,1.76598000000000e+02
7.84000000000000e+02,1.79113000000000e+02
7.85000000000000e+02,1.89147000000000e+02
7.86000000000000e+02,1.92656000000000e+02
7.87000000000000e+02,1.82729000000000e+02
7.88000000000000e+02,2.04249000000000e+02
7.89000000000000e+02,1.91304000000000e+02
7.90000000000000e+02,1.84073000000000e+02
7.91000000000000e+02,1.85740000000000e+02
7.92000000000000e+02,1.78545000000000e+02
7.93000000000000e+02,1.97728000000000e+02
7.94000000000000e+02,1.94183000000000e+02
7.95000000000000e+02,2.03115000000000e+02
7.96000000000000e+02,1.81603000000000e+02
7.97000000000000e+02,1.95147000000000e+02
7.98000000000000e+02,1.73344000000000e+02
7.99000000000000e+02,1.79983000000000e+02
8.00000000000000e+02,1.99165000000000e+02
8.01000000000000e+02,1.75380000000000e+02
8.02000000000000e+02,1.93620000000000e+02
8.03000000000000e+02,1.85288000000000e+02
8.04000000000000e+02,1.90221000000000e+02
8.05000000000000e+02,1.89521000000000e+02
8.06000000000000e+02,1.87770000000000e+02
8.07000000000000e+02,1.78843000000000e+02
8.08000000000000e+02,1.81494000000000e+02
8.09000000000000e+02,1.92032000000000e+02
8.10000000000000e+02,1.83202000000000e+02
8.11000000000000e+02,1.93314000000000e+02
8.12000000000000e+02,2.01171000000000e+02
8.13000000000000e+02,1.94026000000000e+02
8.14000000000000e+02,1.96685000000000e+02
8.15000000000000e+02,2.05719000000000e+02
8.16000000000000e+02,1.83327000000000e+02
8.17000000000000e+02,1.79141000000000e+02
8.18000000000000e+02,1.75553000000000e+02
8.19000000000000e+02,1.93635000000000e+02
8.20000000000000e+02,2.14693000000000e+02
8.21000000000000e+02,1.75168000000000e+02
8.22000000000000e+02,2.04412000000000e+02
8.23000000000000e+02,1.84616000000000e+02
8.24000000000000e+02,1.91282000000000e+02
8.25000000000000e+02,1.78391000000000e+02
8.26000000000000e+02,1.98900000000000e+02
8.27000000000000e+02,1.84414000000000e+02
8.28000000000000e+02,1.90553000000000e+02
8.29000000000000e+02,1.82687000000000e+02
8.30000000000000e+02,1.91465000000000e+02
8.31000000000000e+02,2.00836000000000e+02
8.32000000000000e+02,1.79556000000000e+02
8.33000000000000e+02,1.85768000000000e+02
8.34000000000000e+02,1.79373000000000e+02
8.35000000000000e+02,1.87486000000000e+02
8.36000000000000e+02,1.78100000000000e+02
8.37000000000000e+02,2.09792000000000e+02
8.38000000000000e+02,1.83892000000000e+02
8.39000000000000e+02,1.99483000000000e+02
8.40000000000000e+02,1.91954000000000e+02
8.41000000000000e+02,1.86397000000000e+02
8.42000000000000e+02,1.79628000000000e+02
8.43000000000000e+02,1.79272000000000e+02
8.44000000000000e+02,1.80197000000000e+02
8.45000000000000e+02,1.99034000000000e+02
8.46000000000000e+02,2.02608000000000e+02
8.47000000000000e+02,1.84421000000000e+02
8.48000000000000e+02,2.01296000000000e+02
8.49000000000000e+02,1.88593000000000e+02
8.50000000000000e+02,1.94835000000000e+02
8.51000000000000e+02,1.80459000000000e+02
8.52000000000000e+02,1.76383000000000e+02
8.53000000000000e+02,1.86604000000000e+02
8.54000000000000e+02,1.88513000000000e+02
8.55000000000000e+02,1.76325000000000e+02
8.56000000000000e+02,2.12209000000000e+02
8.57000000000000e+02,1.81309000000000e+02
8.58000000000000e+02,1.86298000000000e+02
8.59000000000000e+02,1.82744000000000e+02
8.60000000000000e+02,1.79671000000000e+02
8.61000000000000e+02,1.84185000000000e+02
8.62000000000000e+02,1.87882000000000e+02
8.63000000000000e+02,1.76423000000000e+02
8.64000000000000e+02,1.80624000000000e+02
8.65000000000000e+02,1.90004000000000e+02
8.66000000000000e+02,1.92522000000000e+02
8.67000000000000e+02,1.81285000000000e+02
8.68000000000000e+02,2.03765000000000e+02
8.69000000000000e+02,1.86207000000000e+02
8.70000000000000e+02,1.83371000000000e+02
8.71000000000000e+02,1.93922000000000e+02
8.72000000000000e+02,1.84713000000000e+02
8.73000000000000e+02,1.88411000000000e+02
8.74000000000000e+02,1.84043000000000e+02
8.75000000000000e+02,1.85839000000000e+02
8.76000000000000e+02,1.83379000000000e+02
8.77000000000000e+02,1.75918000000000e+02
8.78000000000000e+02,2.07949000000000e+02
8.79000000000000e+02,1.83462000000000e+02
8.80000000000000e+02,1.79177000000000e+02
8.81000000000000e+02,1.94537000000000e+02
8.82000000000000e+02,1.94367000000000e+02
8.83000000000000e+02,1.85231000000000e+02
8.84000000000000e+02,1.98817000000000e+02
8.85000000000000e+02,1.80858000000000e+02
8.86000000000000e+02,1.84052000000000e+02
8.87000000000000e+02,1.81557000000000e+02
8.88000000000000e+02,1.77008000000000e+02
8.89000000000000e+02,1.97753000000000e+02
8.90000000000000e+02,1.88970000000000e+02
8.91000000000000e+02,1.81518000000000e+02
8.92000000000000e+02,1.80754000000000e+02
8.93000000000000e+02,1.87470000000000e+02
8.94000000000000e+02,1.88118000000000e+02
8.95000000000000e+02,1.83089000000000e+02
8.96000000000000e+02,1.84149000000000e+02
8.97000000000000e+02,1.95548000000000e+02
8.98000000000000e+02,1.89485000000000e+02
8.99000000000000e+02,1.99930000000000e+02
9.00000000000000e+02,1.88319000000000e+02
9.01000000000000e+02,1.88146000000000e+02
9.02000000000000e+02,2.10131000000000e+02
9.03000000000000e+02,1.85063000000000e+02
9.04000000000000e+02,1.93613000000000e+02
9.05000000000000e+02,2.06672000000000e+02
9.06000000000000e+02,1.82735000000000e+02
9.07000000000000e+02,1.88445000000000e+02
9.08000000000000e+02,1.78868000000000e+02
9.09000000000000e+02,1.80227000000000e+02
9.10000000000000e+02,1.95848000000000e+02
9.11000000000000e+02,1.84115000000000e+02
9.12000000000000e+02,1.82181000000000e+02
9.13000000000000e+02,1.77447000000000e+02
9.14000000000000e+02,1.91186000000000e+02
9.15000000000000e+02,1.86903000000000e+02
9.16000000000000e+02,2.00542000000000e+02
9.17000000000000e+02,1.78177000000000e+02
9.18000000000000e+02,1.80245000000000e+02
9.19000000000000e+02,1.86747000000000e+02
9.20000000000000e+02,1.93817000000000e+02
9.21000000000000e+02,1.81468000000000e+02
9.22000000000000e+02,1.74761000000000e+02
9.23000000000000e+02,1.78183000000000e+02
9.24000000000000e+02,1.94001000000000e+02
9.25000000000000e+02,1.80784000000000e+02
9.26000000000000e+02,1.79848000000000e+02
9.27000000000000e+02,1.88093000000000e+02
9.28000000000000e+02,2.14693000000000e+02
9.29000000000000e+02,1.80738000000000e+02
9.30000000000000e+02,1.83997000000000e+02
9.31000000000000e+02,1.98144000000000e+02
9.32000000000000e+02,1.90286000000000e+02
9.33000000000000e+02,1.83731000000000e+02
9.34000000000000e+02,1.94902000000000e+02
9.35000000000000e+02,1.78970000000000e+02
9.36000000000000e+02,1.95654000000000e+02
9.37000000000000e+02,1.91051000000000e+02
9.38000000000000e+02,1.79986000000000e+02
9.39000000000000e+02,1.90224000000000e+02
9.40000000000000e+02,2.14693000000000e+02
9.41000000000000e+02,2.01684000000000e+02
9.42000000000000e+02,1.84486000000000e+02
9.43000000000000e+02,1.78565000000000e+02
9.44000000000000e+02,1.89223000000000e+02
9.45000000000000e+02,1.79344000000000e+02
9.46000000000000e+02,1.79414000000000e+02
9.47000000000000e+02,1.96275000000000e+02
9.48000000000000e+02,1.79847000000000e+02
9.49000000000000e+02,1.79056000000000e+02
9.50000000000000e+02,1.87048000000000e+02
9.51000000000000e+02,1.81584000000000e+02
9.52000000000000e+02,1.89209000000000e+02
9.53000000000000e+02,1.88807000000000e+02
9.54000000000000e+02,1.87582000000000e+02
9.55000000000000e+02,1.94319000000000e+02
9.56000000000000e+02,1.79539000000000e+02
9.57000000000000e+02,2.14693000000000e+02
9.58000000000000e+02,1.81158000000000e+02
9.59000000000000e+02,1.82699000000000e+02
9.60000000000000e+02,1.81278000000000e+02
9.61000000000000e+02,1.90202000000000e+02
9.62000000000000e+02,1.89062000000000e+02
9.63000000000000e+02,1.85926000000000e+02
9.64000000000000e+02,1.77796000000000e+02
9.65000000000000e+02,1.87495000000000e+02
9.66000000000000e+02,1.79249000000000e+02
9.67000000000000e+02,1.92367000000000e+02
9.68000000000000e+02,1.91067000000000e+02
9.69000000000000e+02,1.89651000000000e+02
9.70000000000000e+02,2.14693000000000e+02
9.71000000000000e+02,2.07719000000000e+02
9.72000000000000e+02,1.89838000000000e+02
9.73000000000000e+02,1.88302000000000e+02
9.74000000000000e+02,1.84015000000000e+02
9.75000000000000e+02,1.79621000000000e+02
9.76000000000000e+02,2.02600000000000e+02
9.77000000000000e+02,1.86726000000000e+02
9.78000000000000e+02,1.86580000000000e+02
9.79000000000000e+02,1.98934000000000e+02
9.80000000000000e+02,1.87647000000000e+02
9.81000000000000e+02,1.76545000000000e+02
9.82000000000000e+02,1.83164000000000e+02
9.83000000000000e+02,1.99279000000000e+02
9.84000000000000e+02,1.81620000000000e+02
9.85000000000000e+02,1.78343000000000e+02
9.86000000000000e+02,1.85228000000000e+02
9.87000000000000e+02,1.96563000000000e+02
9.88000000000000e+02,1.87802000000000e+02
9.89000000000000e+02,1.80303000000000e+02
9.90000000000000e+02,1.81515000000000e+02
9.91000000000000e+02,1.79044000000000e+02
9.92000000000000e+02,1.92479000000000e+02
9.93000000000000e+02,1.91682000000000e+02
9.94000000000000e+02,1.90935000000000e+02
9.95000000000000e+02,2.04430000000000e+02
9.96000000000000e+02,1.98527000000000e+02
9.97000000000000e+02,1.87863000000000e+02
9.98000000000000e+02,1.80573000000000e+02
9.99000000000000e+02,1.91965000000000e+02
1.00000000000000e+03,1.90940000000000e+02
1.00100000000000e+03,1.81441000000000e+02
1.00200000000000e+03,1.89535000000000e+02
1.00300000000000e+03,1.79230000000000e+02
1.00400000000000e+03,2.03587000000000e+02
1.00500000000000e+03,1.77375000000000e+02
1.00600000000000e+03,1.78104000000000e+02
1.00700000000000e+03,1.98706000000000e+02
1.00800000000000e+03,2.05080000000000e+02
1.00900000000000e+03,1.92261000000000e+02
1.01000000000000e+03,1.94253000000000e+02
1.01100000000000e+03,1.88006000000000e+02
1.01200000000000e+03,1.87120000000000e+02
1.01300000000000e+03,1.87712000000000e+02
1.01400000000000e+03,1.95952000000000e+02
1.01500000000000e+03,1.87624000000000e+02
1.01600000000000e+03,1.76647000000000e+02
1.01700000000000e+03,2.02457000000000e+02
1.01800000000000e+03,1.86386000000000e+02
1.01900000000000e+03,1.85257000000000e+02
1.02000000000000e+03,1.74665000000000e+02
1.02100000000000e+03,1.93479000000000e+02
1.02200000000000e+03,1.93996000000000e+02
1.02300000000000e+03,1.88864000000000e+02
1.02400000000000e+03,1.81987000000000e+02
1.02500000000000e+03,1.90040000000000e+02
1.02600000000000e+03,1.78578000000000e+02
1.02700000000000e+03,1.99329000000000e+02
1.02800000000000e+03,1.84984000000000e+02
1.02900000000000e+03,1.85685000000000e+02
1.03000000000000e+03,1.94687000000000e+02
1.03100000000000e+03,1.90385000000000e+02
1.03200000000000e+03,1.83685000000000e+02
1.03300000000000e+03,1.84715000000000e+02
1.03400000000000e+03,1.84783000000000e+02
1.03500000000000e+03,1.84148000000000e+02
1.03600000000000e+03,1.81905000000000e+02
1.03700000000000e+03,1.76203000000000e+02
1.03800000000000e+03,1.82640000000000e+02
1.03900000000000e+03,1.96906000000000e+02
1.04000000000000e+03,1.80970000000000e+02
1.04100000000000e+03,1.79736000000000e+02
1.04200000000000e+03,1.75666000000000e+02
1.04300000000000e+03,1.82867000000000e+02
1.04400000000000e+03,1.97112000000000e+02
1.04500000000000e+03,1.84074000000000e+02
1.04600000000000e+03,1.99121000000000e+02
1.04700000000000e+03,1.89841000000000e+02
1.04800000000000e+03,1.79529000000000e+02
1.04900000000000e+03,1.75617000000000e+02
1.05000000000000e+03,1.78216000000000e+02
1.05100000000000e+03,1.88709000000000e+02
1.05200000000000e+03,1.82422000000000e+02
1.05300000000000e+03,1.85020000000000e+02
1.05400000000000e+03,1.96027000000000e+02
1.05500000000000e+03,1.77959000000000e+02
1.05600000000000e+03,1.80851000000000e+02
1.05700000000000e+03,1.83914000000000e+02
1.05800000000000e+03,1.85670000000000e+02
1.05900000000000e+03,1.94508000000000e+02
1.06000000000000e+03,1.99388000000000e+02
1.06100000000000e+03,1.93419000000000e+02
1.06200000000000e+03,2.03131000000000e+02
1.06300000000000e+03,1.83092000000000e+02
1.06400000000000e+03,1.87120000000000e+02
1.06500000000000e+03,1.97116000000000e+02
1.06600000000000e+03,2.00719000000000e+02
1.06700000000000e+03,1.74928000000000e+02
1.06800000000000e+03,1.80472000000000e+02
1.06900000000000e+03,1.98032000000000e+02
1.07000000000000e+03,1.91495000000000e+02
1.07100000000000e+03,1.83894000000000e+02
1.07200000000000e+03,1.88738000000000e+02
1.07300000000000e+03,1.87143000000000e+02
1.07400000000000e+03,1.87210000000000e+02
1.07500000000000e+03,1.90805000000000e+02
1.07600000000000e+03,1.85269000000000e+02
1.07700000000000e+03,2.02077000000000e+02
1.07800000000000e+03,1.94769000000000e+02
1.07900000000000e+03,1.75486000000000e+02
1.08000000000000e+03,1.76312000000000e+02
1.08100000000000e+03,1.86022000000000e+02
1.08200000000000e+03,1.80425000000000e+02
1.08300000000000e+03,1.87510000000000e+02
1.08400000000000e+03,1.80661000000000e+02
1.08500000000000e+03,1.75909000000000e+02
1.08600000000000e+03,1.81363000000000e+02
1.08700000000000e+03,1.81019000000000e+02
1.08800000000000e+03,2.06546000000000e+02
1.08900000000000e+03,1.95562000000000e+02
1.09000000000000e+03,1.87986000000000e+02
1.09100000000000e+03,1.81285000000000e+02
1.09200000000000e+03,2.02026000000000e+02
1.09300000000000e+03,1.78330000000000e+02
1.09400000000000e+03,1.74477000000000e+02
1.09500000000000e+03,1.85784000000000e+02
1.09600000000000e+03,1.80009000000000e+02
1.09700000000000e+03,1.78202000000000e+02
1.09800000000000e+03,1.79802000000000e+02
1.09900000000000e+03,1.89467000000000e+02
1.10000000000000e+03,1.87943000000000e+02
1.10100000000000e+03,1.76330000000000e+02
1.10200000000000e+03,2.03514000000000e+02
1.10300000000000e+03,1.85688000000000e+02
1.10400000000000e+03,1.87454000000000e+02
1.10500000000000e+03,1.77133000000000e+02
1.10600000000000e+03,2.08189000000000e+02
1.10700000000000e+03,1.85884000000000e+02
1.10800000000000e+03,1.77300000000000e+02
1.10900000000000e+03,1.86402000000000e+02
1.11000000000000e+03,1.78634000000000e+02
1.11100000000000e+03,1.89321000000000e+02
1.11200000000000e+03,1.76391000000000e+02
1.11300000000000e+03,1.86212000000000e+02
1.11400000000000e+03,2.14693000000000e+02
1.11500000000000e+03,1.76711000000000e+02
1.11600000000000e+03,1.86181000000000e+02
1.11700000000000e+03,1.76317000000000e+02
1.11800000000000e+03,1.87563000000000e+02
1.11900000000000e+03,1.83647000000000e+02
1.12000000000000e+03,1.88887000000000e+02
1.12100000000000e+03,2.04088000000000e+02
1.12200000000000e+03,1.79892000000000e+02
1.12300000000000e+03,2.01645000000000e+02
1.12400000000000e+03,1.76953000000000e+02
1.12500000000000e+03,1.79931000000000e+02
1.12600000000000e+03,1.82434000000000e+02
1.12700000000000e+03,2.07893000000000e+02
1.12800000000000e+03,1.80544000000000e+02
1.12900000000000e+03,1.89982000000000e+02
1.13000000000000e+03,1.80626000000000e+02
1.13100000000000e+03,1.78537000000000e+02
1.13200000000000e+03,1.80719000000000e+02
1.13300000000000e+03,1.77686000000000e+02
1.13400000000000e+03,1.84676000000000e+02
1.13500000000000e+03,1.83588000000000e+02
1.13600000000000e+03,1.84373000000000e+02
1.13700000000000e+03,1.78317000000000e+02
1.13800000000000e+03,1.90902000000000e+02
1.13900000000000e+03,1.81490000000000e+02
1.14000000000000e+03,1.78430000000000e+02
1.14100000000000e+03,1.73861000000000e+02
1.14200000000000e+03,2.03901000000000e+02
1.14300000000000e+03,1.95609000000000e+02
1.14400000000000e+03,1.79726000000000e+02
1.14500000000000e+03,1.83526000000000e+02
1.14600000000000e+03,1.77113000000000e+02
1.14700000000000e+03,1.91804000000000e+02
1.14800000000000e+03,1.81420000000000e+02
1.14900000000000e+03,2.08146000000000e+02
1.15000000000000e+03,1.85851000000000e+02
1.15100000000000e+03,1.88704000000000e+02
1.15200000000000e+03,1.95398000000000e+02
1.15300000000000e+03,2.10463000000000e+02
1.15400000000000e+03,1.90702000000000e+02
1.15500000000000e+03,2.06833000000000e+02
1.15600000000000e+03,1.74271000000000e+02
1.15700000000000e+03,1.81845000000000e+02
1.15800000000000e+03,1.85407000000000e+02
1.15900000000000e+03,1.79873000000000e+02
1.16000000000000e+03,1.78887000000000e+02
1.16100000000000e+03,1.86866000000000e+02
1.16200000000000e+03,1.81554000000000e+02
1.16300000000000e+03,1.82696000000000e+02
1.16400000000000e+03,1.76493000000000e+02
1.16500000000000e+03,1.84356000000000e+02
1.16600000000000e+03,1.98864000000000e+02
1.16700000000000e+03,1.82970000000000e+02
1.16800000000000e+03,1.84293000000000e+02
1.16900000000000e+03,1.88723000000000e+02
1.17000000000000e+03,1.88047000000000e+02
1.17100000000000e+03,1.80017000000000e+02
1.17200000000000e+03,2.13254000000000e+02
1.17300000000000e+03,1.78920000000000e+02
1.17400000000000e+03,1.80261000000000e+02
1.17500000000000e+03,1.78460000000000e+02
1.17600000000000e+03,1.83307000000000e+02
1.17700000000000e+03,1.89656000000000e+02
1.17800000000000e+03,1.82734000000000e+02
1.17900000000000e+03,1.85570000000000e+02
1.18000000000000e+03,1.81664000000000e+02
1.18100000000000e+03,1.83149000000000e+02
1.18200000000000e+03,1.97290000000000e+02
1.18300000000000e+03,1.81026000000000e+02
1.18400000000000e+03,1.77672000000000e+02
1.18500000000000e+03,1.89818000000000e+02
1.18600000000000e+03,1.79358000000000e+02
1.18700000000000e+03,1.80573000000000e+02
1.18800000000000e+03,1.80771000000000e+02
1.18900000000000e+03,2.14693000000000e+02
1.19000000000000e+03,1.77846000000000e+02
1.19100000000000e+03,1.95155000000000e+02
1.19200000000000e+03,1.78029000000000e+02
1.19300000000000e+03,1.89993000000000e+02
1.19400000000000e+03,1.78847000000000e+02
1.19500000000000e+03,1.93986000000000e+02
1.19600000000000e+03,2.05255000000000e+02
1.19700000000000e+03,1.87602000000000e+02
1.19800000000000e+03,1.81543000000000e+02
1.19900000000000e+03,1.80175000000000e+02
1.20000000000000e+03,1.79103000000000e+02
1.20100000000000e+03,1.94664000000000e+02
1.20200000000000e+03,1.91767000000000e+02
1.20300000000000e+03,1.82068000000000e+02
1.20400000000000e+03,1.79778000000000e+02
1.20500000000000e+03,1.76806000000000e+02
1.20600000000000e+03,1.87756000000000e+02
1.20700000000000e+03,1.98002000000000e+02
1.20800000000000e+03,1.96143000000000e+02
1.20900000000000e+03,1.95009000000000e+02
1.21000000000000e+03,1.92071000000000e+02
1.21100000000000e+03,1.99225000000000e+02
1.21200000000000e+03,1.93898000000000e+02
1.21300000000000e+03,1.86170000000000e+02
1.21400000000000e+03,1.87121000000000e+02
1.21500000000000e+03,1.84011000000000e+02
1.21600000000000e+03,1.86611000000000e+02
1.21700000000000e+03,1.81287000000000e+02
1.21800000000000e+03,1.83025000000000e+02
1.21900000000000e+03,1.80336000000000e+02
1.22000000000000e+03,1.80508000000000e+02
1.22100000000000e+03,2.10168000000000e+02
1.22200000000000e+03,1.73306000000000e+02
1.22300000000000e+03,1.98255000000000e+02
1.22400000000000e+03,1.93666000000000e+02
1.22500000000000e+03,2.01209000000000e+02
1.22600000000000e+03,1.92431000000000e+02
1.22700000000000e+03,1.82743000000000e+02
1.22800000000000e+03,1.91951000000000e+02
1.22900000000000e+03,1.81757000000000e+02
1.23000000000000e+03,1.89131000000000e+02
1.23100000000000e+03,1.85559000000000e+02
1.23200000000000e+03,1.78754000000000e+02
1.23300000000000e+03,1.81517000000000e+02
1.23400000000000e+03,1.86117000000000e+02
1.23500000000000e+03,1.85716000000000e+02
1.23600000000000e+03,1.78559000000000e+02
1.23700000000000e+03,1.81342000000000e+02
1.23800000000000e+03,1.85203000000000e+02
1.23900000000000e+03,1.89168000000000e+02
1.24000000000000e+03,1.91368000000000e+02
1.24100000000000e+03,1.79573000000000e+02
1.24200000000000e+03,1.99743000000000e+02
1.24300000000000e+03,1.82985000000000e+02
1.24400000000000e+03,1.85332000000000e+02
1.24500000000000e+03,1.79755000000000e+02
1.24600000000000e+03,1.83972000000000e+02
1.24700000000000e+03,1.89228000000000e+02
1.24800000000000e+03,1.82115000000000e+02
1.24900000000000e+03,2.07240000000000e+02
1.25000000000000e+03,1.85074000000000e+02
1.25100000000000e+03,1.81826000000000e+02
1.25200000000000e+03,1.84661000000000e+02
1.25300000000000e+03,1.78645000000000e+02
1.25400000000000e+03,1.85203000000000e+02
1.25500000000000e+03,1.91429000000000e+02
1.25600000000000e+03,1.85759000000000e+02
1.25700000000000e+03,1.76036000000000e+02
1.25800000000000e+03,1.74715000000000e+02
1.25900000000000e+03,1.79312000000000e+02
1.26000000000000e+03,1.87781000000000e+02
1.26100000000000e+03,1.80914000000000e+02
1.26200000000000e+03,1.93336000000000e+02
1.26300000000000e+03,1.84844000000000e+02
