#Vload,Rout @ DC,rout @ 1MHz
2.92200000000000e+00,1.83089000000000e+02,5.71640000000000e+01
2.92300000000000e+00,1.83023000000000e+02,5.70987000000000e+01
2.92400000000000e+00,1.82958000000000e+02,5.70336000000000e+01
2.92500000000000e+00,1.82892000000000e+02,5.69686000000000e+01
2.92600000000000e+00,1.82827000000000e+02,5.69038000000000e+01
2.92700000000000e+00,1.82762000000000e+02,5.68391000000000e+01
2.92800000000000e+00,1.82697000000000e+02,5.67746000000000e+01
2.92900000000000e+00,1.82632000000000e+02,5.67102000000000e+01
2.93000000000000e+00,1.82568000000000e+02,5.66459000000000e+01
2.93100000000000e+00,1.82503000000000e+02,5.65819000000000e+01
2.93200000000000e+00,1.82439000000000e+02,5.65179000000000e+01
2.93300000000000e+00,1.82374000000000e+02,5.64541000000000e+01
2.93400000000000e+00,1.82310000000000e+02,5.63904000000000e+01
2.93500000000000e+00,1.82246000000000e+02,5.63269000000000e+01
2.93600000000000e+00,1.82182000000000e+02,5.62635000000000e+01
2.93700000000000e+00,1.82119000000000e+02,5.62002000000000e+01
2.93800000000000e+00,1.82055000000000e+02,5.61371000000000e+01
2.93900000000000e+00,1.81992000000000e+02,5.60741000000000e+01
2.94000000000000e+00,1.81928000000000e+02,5.60112000000000e+01
2.94100000000000e+00,1.81865000000000e+02,5.59484000000000e+01
2.94200000000000e+00,1.81802000000000e+02,5.58858000000000e+01
2.94300000000000e+00,1.81739000000000e+02,5.58233000000000e+01
2.94400000000000e+00,1.81676000000000e+02,5.57609000000000e+01
2.94500000000000e+00,1.81613000000000e+02,5.56986000000000e+01
2.94600000000000e+00,1.81551000000000e+02,5.56365000000000e+01
2.94700000000000e+00,1.81488000000000e+02,5.55744000000000e+01
2.94800000000000e+00,1.81426000000000e+02,5.55125000000000e+01
2.94900000000000e+00,1.81363000000000e+02,5.54507000000000e+01
2.95000000000000e+00,1.81301000000000e+02,5.53890000000000e+01
2.95100000000000e+00,1.81239000000000e+02,5.53274000000000e+01
2.95200000000000e+00,1.81177000000000e+02,5.52659000000000e+01
2.95300000000000e+00,1.81115000000000e+02,5.52046000000000e+01
2.95400000000000e+00,1.81053000000000e+02,5.51433000000000e+01
2.95500000000000e+00,1.80992000000000e+02,5.50821000000000e+01
2.95600000000000e+00,1.80930000000000e+02,5.50211000000000e+01
2.95700000000000e+00,1.80868000000000e+02,5.49601000000000e+01
2.95800000000000e+00,1.80807000000000e+02,5.48992000000000e+01
2.95900000000000e+00,1.80746000000000e+02,5.48385000000000e+01
2.96000000000000e+00,1.80684000000000e+02,5.47778000000000e+01
2.96100000000000e+00,1.80623000000000e+02,5.47172000000000e+01
2.96200000000000e+00,1.80562000000000e+02,5.46568000000000e+01
2.96300000000000e+00,1.80501000000000e+02,5.45964000000000e+01
2.96400000000000e+00,1.80440000000000e+02,5.45361000000000e+01
2.96500000000000e+00,1.80380000000000e+02,5.44759000000000e+01
2.96600000000000e+00,1.80319000000000e+02,5.44158000000000e+01
2.96700000000000e+00,1.80258000000000e+02,5.43557000000000e+01
2.96800000000000e+00,1.80198000000000e+02,5.42958000000000e+01
2.96900000000000e+00,1.80137000000000e+02,5.42359000000000e+01
2.97000000000000e+00,1.80077000000000e+02,5.41762000000000e+01
2.97100000000000e+00,1.80017000000000e+02,5.41165000000000e+01
2.97200000000000e+00,1.79957000000000e+02,5.40569000000000e+01
2.97300000000000e+00,1.79896000000000e+02,5.39973000000000e+01
2.97400000000000e+00,1.79836000000000e+02,5.39379000000000e+01
2.97500000000000e+00,1.79776000000000e+02,5.38785000000000e+01
2.97600000000000e+00,1.79716000000000e+02,5.38192000000000e+01
2.97700000000000e+00,1.79657000000000e+02,5.37600000000000e+01
2.97800000000000e+00,1.79597000000000e+02,5.37009000000000e+01
2.97900000000000e+00,1.79537000000000e+02,5.36418000000000e+01
2.98000000000000e+00,1.79477000000000e+02,5.35828000000000e+01
2.98100000000000e+00,1.79418000000000e+02,5.35239000000000e+01
2.98200000000000e+00,1.79358000000000e+02,5.34650000000000e+01
2.98300000000000e+00,1.79299000000000e+02,5.34062000000000e+01
2.98400000000000e+00,1.79239000000000e+02,5.33475000000000e+01
2.98500000000000e+00,1.79180000000000e+02,5.32888000000000e+01
2.98600000000000e+00,1.79121000000000e+02,5.32302000000000e+01
2.98700000000000e+00,1.79062000000000e+02,5.31717000000000e+01
2.98800000000000e+00,1.79002000000000e+02,5.31132000000000e+01
2.98900000000000e+00,1.78943000000000e+02,5.30548000000000e+01
2.99000000000000e+00,1.78884000000000e+02,5.29965000000000e+01
2.99100000000000e+00,1.78825000000000e+02,5.29382000000000e+01
2.99200000000000e+00,1.78766000000000e+02,5.28800000000000e+01
2.99300000000000e+00,1.78707000000000e+02,5.28218000000000e+01
2.99400000000000e+00,1.78649000000000e+02,5.27637000000000e+01
2.99500000000000e+00,1.78590000000000e+02,5.27056000000000e+01
2.99600000000000e+00,1.78531000000000e+02,5.26476000000000e+01
2.99700000000000e+00,1.78472000000000e+02,5.25897000000000e+01
2.99800000000000e+00,1.78414000000000e+02,5.25318000000000e+01
2.99900000000000e+00,1.78355000000000e+02,5.24740000000000e+01
3.00000000000000e+00,1.78296000000000e+02,5.24162000000000e+01
3.00100000000000e+00,1.78238000000000e+02,5.23584000000000e+01
3.00200000000000e+00,1.78179000000000e+02,5.23007000000000e+01
3.00300000000000e+00,1.78121000000000e+02,5.22431000000000e+01
3.00400000000000e+00,1.78063000000000e+02,5.21855000000000e+01
3.00500000000000e+00,1.78004000000000e+02,5.21279000000000e+01
3.00600000000000e+00,1.77946000000000e+02,5.20704000000000e+01
3.00700000000000e+00,1.77888000000000e+02,5.20130000000000e+01
3.00800000000000e+00,1.77829000000000e+02,5.19556000000000e+01
3.00900000000000e+00,1.77771000000000e+02,5.18982000000000e+01
3.01000000000000e+00,1.77713000000000e+02,5.18408000000000e+01
3.01100000000000e+00,1.77655000000000e+02,5.17836000000000e+01
3.01200000000000e+00,1.77597000000000e+02,5.17263000000000e+01
3.01300000000000e+00,1.77539000000000e+02,5.16691000000000e+01
3.01400000000000e+00,1.77481000000000e+02,5.16119000000000e+01
3.01500000000000e+00,1.77423000000000e+02,5.15548000000000e+01
3.01600000000000e+00,1.77365000000000e+02,5.14977000000000e+01
3.01700000000000e+00,1.77307000000000e+02,5.14406000000000e+01
3.01800000000000e+00,1.77249000000000e+02,5.13836000000000e+01
3.01900000000000e+00,1.77191000000000e+02,5.13266000000000e+01
3.02000000000000e+00,1.77133000000000e+02,5.12696000000000e+01
3.02100000000000e+00,1.77075000000000e+02,5.12127000000000e+01
3.02200000000000e+00,1.77017000000000e+02,5.11558000000000e+01
3.02300000000000e+00,1.76959000000000e+02,5.10989000000000e+01
3.02400000000000e+00,1.76902000000000e+02,5.10421000000000e+01
3.02500000000000e+00,1.76844000000000e+02,5.09852000000000e+01
3.02600000000000e+00,1.76786000000000e+02,5.09285000000000e+01
3.02700000000000e+00,1.76728000000000e+02,5.08717000000000e+01
3.02800000000000e+00,1.76671000000000e+02,5.08150000000000e+01
3.02900000000000e+00,1.76613000000000e+02,5.07583000000000e+01
3.03000000000000e+00,1.76555000000000e+02,5.07016000000000e+01
3.03100000000000e+00,1.76498000000000e+02,5.06449000000000e+01
3.03200000000000e+00,1.76440000000000e+02,5.05883000000000e+01
3.03300000000000e+00,1.76382000000000e+02,5.05317000000000e+01
3.03400000000000e+00,1.76325000000000e+02,5.04751000000000e+01
3.03500000000000e+00,1.76267000000000e+02,5.04185000000000e+01
3.03600000000000e+00,1.76209000000000e+02,5.03620000000000e+01
3.03700000000000e+00,1.76152000000000e+02,5.03055000000000e+01
3.03800000000000e+00,1.76094000000000e+02,5.02490000000000e+01
3.03900000000000e+00,1.76037000000000e+02,5.01925000000000e+01
3.04000000000000e+00,1.75979000000000e+02,5.01360000000000e+01
3.04100000000000e+00,1.75922000000000e+02,5.00795000000000e+01
3.04200000000000e+00,1.75864000000000e+02,5.00231000000000e+01
3.04300000000000e+00,1.75806000000000e+02,4.99667000000000e+01
3.04400000000000e+00,1.75749000000000e+02,4.99103000000000e+01
3.04500000000000e+00,1.75691000000000e+02,4.98539000000000e+01
3.04600000000000e+00,1.75634000000000e+02,4.97975000000000e+01
3.04700000000000e+00,1.75576000000000e+02,4.97411000000000e+01
3.04800000000000e+00,1.75519000000000e+02,4.96847000000000e+01
3.04900000000000e+00,1.75461000000000e+02,4.96284000000000e+01
3.05000000000000e+00,1.75404000000000e+02,4.95720000000000e+01
3.05100000000000e+00,1.75346000000000e+02,4.95157000000000e+01
3.05200000000000e+00,1.75288000000000e+02,4.94594000000000e+01
3.05300000000000e+00,1.75231000000000e+02,4.94031000000000e+01
3.05400000000000e+00,1.75173000000000e+02,4.93468000000000e+01
3.05500000000000e+00,1.75116000000000e+02,4.92905000000000e+01
3.05600000000000e+00,1.75058000000000e+02,4.92342000000000e+01
3.05700000000000e+00,1.75001000000000e+02,4.91779000000000e+01
3.05800000000000e+00,1.74943000000000e+02,4.91216000000000e+01
3.05900000000000e+00,1.74885000000000e+02,4.90653000000000e+01
3.06000000000000e+00,1.74828000000000e+02,4.90090000000000e+01
3.06100000000000e+00,1.74770000000000e+02,4.89528000000000e+01
3.06200000000000e+00,1.74712000000000e+02,4.88965000000000e+01
3.06300000000000e+00,1.74655000000000e+02,4.88402000000000e+01
3.06400000000000e+00,1.74597000000000e+02,4.87840000000000e+01
3.06500000000000e+00,1.74540000000000e+02,4.87277000000000e+01
3.06600000000000e+00,1.74482000000000e+02,4.86714000000000e+01
3.06700000000000e+00,1.74424000000000e+02,4.86151000000000e+01
3.06800000000000e+00,1.74366000000000e+02,4.85589000000000e+01
3.06900000000000e+00,1.74309000000000e+02,4.85026000000000e+01
3.07000000000000e+00,1.74251000000000e+02,4.84463000000000e+01
3.07100000000000e+00,1.74193000000000e+02,4.83900000000000e+01
3.07200000000000e+00,1.74135000000000e+02,4.83337000000000e+01
3.07300000000000e+00,1.74078000000000e+02,4.82774000000000e+01
3.07400000000000e+00,1.74020000000000e+02,4.82211000000000e+01
3.07500000000000e+00,1.73962000000000e+02,4.81648000000000e+01
3.07600000000000e+00,1.73904000000000e+02,4.81085000000000e+01
3.07700000000000e+00,1.73846000000000e+02,4.80522000000000e+01
3.07800000000000e+00,1.73788000000000e+02,4.79959000000000e+01
3.07900000000000e+00,1.73730000000000e+02,4.79395000000000e+01
3.08000000000000e+00,1.73672000000000e+02,4.78832000000000e+01
3.08100000000000e+00,1.73614000000000e+02,4.78268000000000e+01
3.08200000000000e+00,1.73556000000000e+02,4.77705000000000e+01
3.08300000000000e+00,1.73498000000000e+02,4.77141000000000e+01
3.08400000000000e+00,1.73440000000000e+02,4.76577000000000e+01
3.08500000000000e+00,1.73382000000000e+02,4.76013000000000e+01
3.08600000000000e+00,1.73324000000000e+02,4.75449000000000e+01
3.08700000000000e+00,1.73265000000000e+02,4.74884000000000e+01
3.08800000000000e+00,1.73207000000000e+02,4.74320000000000e+01
3.08900000000000e+00,1.73149000000000e+02,4.73755000000000e+01
3.09000000000000e+00,1.73091000000000e+02,4.73191000000000e+01
3.09100000000000e+00,1.73032000000000e+02,4.72626000000000e+01
3.09200000000000e+00,1.72974000000000e+02,4.72061000000000e+01
3.09300000000000e+00,1.72916000000000e+02,4.71496000000000e+01
3.09400000000000e+00,1.72857000000000e+02,4.70930000000000e+01
3.09500000000000e+00,1.72799000000000e+02,4.70365000000000e+01
3.09600000000000e+00,1.72740000000000e+02,4.69799000000000e+01
3.09700000000000e+00,1.72682000000000e+02,4.69233000000000e+01
3.09800000000000e+00,1.72623000000000e+02,4.68667000000000e+01
3.09900000000000e+00,1.72564000000000e+02,4.68100000000000e+01
3.10000000000000e+00,1.72506000000000e+02,4.67534000000000e+01
3.10100000000000e+00,1.72447000000000e+02,4.66967000000000e+01
3.10200000000000e+00,1.72388000000000e+02,4.66400000000000e+01
3.10300000000000e+00,1.72329000000000e+02,4.65833000000000e+01
3.10400000000000e+00,1.72271000000000e+02,4.65265000000000e+01
3.10500000000000e+00,1.72212000000000e+02,4.64698000000000e+01
3.10600000000000e+00,1.72153000000000e+02,4.64130000000000e+01
3.10700000000000e+00,1.72094000000000e+02,4.63561000000000e+01
3.10800000000000e+00,1.72035000000000e+02,4.62993000000000e+01
3.10900000000000e+00,1.71976000000000e+02,4.62424000000000e+01
3.11000000000000e+00,1.71916000000000e+02,4.61855000000000e+01
3.11100000000000e+00,1.71857000000000e+02,4.61286000000000e+01
3.11200000000000e+00,1.71798000000000e+02,4.60717000000000e+01
3.11300000000000e+00,1.71739000000000e+02,4.60147000000000e+01
3.11400000000000e+00,1.71679000000000e+02,4.59577000000000e+01
3.11500000000000e+00,1.71620000000000e+02,4.59006000000000e+01
3.11600000000000e+00,1.71560000000000e+02,4.58436000000000e+01
3.11700000000000e+00,1.71501000000000e+02,4.57865000000000e+01
3.11800000000000e+00,1.71441000000000e+02,4.57294000000000e+01
3.11900000000000e+00,1.71382000000000e+02,4.56722000000000e+01
3.12000000000000e+00,1.71322000000000e+02,4.56150000000000e+01
3.12100000000000e+00,1.71262000000000e+02,4.55578000000000e+01
3.12200000000000e+00,1.71202000000000e+02,4.55006000000000e+01
3.12300000000000e+00,1.71142000000000e+02,4.54433000000000e+01
3.12400000000000e+00,1.71082000000000e+02,4.53860000000000e+01
3.12500000000000e+00,1.71022000000000e+02,4.53286000000000e+01
3.12600000000000e+00,1.70962000000000e+02,4.52712000000000e+01
3.12700000000000e+00,1.70902000000000e+02,4.52138000000000e+01
3.12800000000000e+00,1.70842000000000e+02,4.51564000000000e+01
3.12900000000000e+00,1.70782000000000e+02,4.50989000000000e+01
3.13000000000000e+00,1.70721000000000e+02,4.50414000000000e+01
3.13100000000000e+00,1.70661000000000e+02,4.49838000000000e+01
3.13200000000000e+00,1.70600000000000e+02,4.49262000000000e+01
3.13300000000000e+00,1.70540000000000e+02,4.48686000000000e+01
3.13400000000000e+00,1.70479000000000e+02,4.48109000000000e+01
3.13500000000000e+00,1.70418000000000e+02,4.47532000000000e+01
3.13600000000000e+00,1.70358000000000e+02,4.46955000000000e+01
3.13700000000000e+00,1.70297000000000e+02,4.46377000000000e+01
3.13800000000000e+00,1.70236000000000e+02,4.45798000000000e+01
3.13900000000000e+00,1.70175000000000e+02,4.45220000000000e+01
3.14000000000000e+00,1.70114000000000e+02,4.44641000000000e+01
3.14100000000000e+00,1.70052000000000e+02,4.44061000000000e+01
3.14200000000000e+00,1.69991000000000e+02,4.43481000000000e+01
3.14300000000000e+00,1.69930000000000e+02,4.42901000000000e+01
3.14400000000000e+00,1.69868000000000e+02,4.42321000000000e+01
3.14500000000000e+00,1.69807000000000e+02,4.41739000000000e+01
3.14600000000000e+00,1.69745000000000e+02,4.41158000000000e+01
3.14700000000000e+00,1.69684000000000e+02,4.40576000000000e+01
3.14800000000000e+00,1.69622000000000e+02,4.39994000000000e+01
3.14900000000000e+00,1.69560000000000e+02,4.39411000000000e+01
3.15000000000000e+00,1.69498000000000e+02,4.38827000000000e+01
3.15100000000000e+00,1.69436000000000e+02,4.38244000000000e+01
3.15200000000000e+00,1.69374000000000e+02,4.37660000000000e+01
3.15300000000000e+00,1.69312000000000e+02,4.37075000000000e+01
3.15400000000000e+00,1.69250000000000e+02,4.36490000000000e+01
3.15500000000000e+00,1.69187000000000e+02,4.35905000000000e+01
3.15600000000000e+00,1.69125000000000e+02,4.35319000000000e+01
3.15700000000000e+00,1.69062000000000e+02,4.34732000000000e+01
3.15800000000000e+00,1.68999000000000e+02,4.34145000000000e+01
3.15900000000000e+00,1.68937000000000e+02,4.33558000000000e+01
3.16000000000000e+00,1.68874000000000e+02,4.32970000000000e+01
3.16100000000000e+00,1.68811000000000e+02,4.32382000000000e+01
3.16200000000000e+00,1.68748000000000e+02,4.31793000000000e+01
3.16300000000000e+00,1.68685000000000e+02,4.31204000000000e+01
3.16400000000000e+00,1.68621000000000e+02,4.30614000000000e+01
3.16500000000000e+00,1.68558000000000e+02,4.30024000000000e+01
3.16600000000000e+00,1.68494000000000e+02,4.29433000000000e+01
3.16700000000000e+00,1.68431000000000e+02,4.28842000000000e+01
3.16800000000000e+00,1.68367000000000e+02,4.28251000000000e+01
3.16900000000000e+00,1.68303000000000e+02,4.27658000000000e+01
3.17000000000000e+00,1.68239000000000e+02,4.27066000000000e+01
3.17100000000000e+00,1.68175000000000e+02,4.26473000000000e+01
3.17200000000000e+00,1.68111000000000e+02,4.25879000000000e+01
3.17300000000000e+00,1.68047000000000e+02,4.25285000000000e+01
3.17400000000000e+00,1.67983000000000e+02,4.24690000000000e+01
3.17500000000000e+00,1.67918000000000e+02,4.24095000000000e+01
3.17600000000000e+00,1.67854000000000e+02,4.23500000000000e+01
3.17700000000000e+00,1.67789000000000e+02,4.22903000000000e+01
3.17800000000000e+00,1.67724000000000e+02,4.22307000000000e+01
3.17900000000000e+00,1.67659000000000e+02,4.21710000000000e+01
3.18000000000000e+00,1.67594000000000e+02,4.21112000000000e+01
3.18100000000000e+00,1.67529000000000e+02,4.20514000000000e+01
3.18200000000000e+00,1.67463000000000e+02,4.19915000000000e+01
3.18300000000000e+00,1.67398000000000e+02,4.19316000000000e+01
3.18400000000000e+00,1.67332000000000e+02,4.18716000000000e+01
3.18500000000000e+00,1.67267000000000e+02,4.18116000000000e+01
3.18600000000000e+00,1.67201000000000e+02,4.17515000000000e+01
3.18700000000000e+00,1.67135000000000e+02,4.16914000000000e+01
3.18800000000000e+00,1.67069000000000e+02,4.16312000000000e+01
3.18900000000000e+00,1.67003000000000e+02,4.15710000000000e+01
3.19000000000000e+00,1.66936000000000e+02,4.15107000000000e+01
3.19100000000000e+00,1.66870000000000e+02,4.14504000000000e+01
3.19200000000000e+00,1.66803000000000e+02,4.13900000000000e+01
3.19300000000000e+00,1.66736000000000e+02,4.13296000000000e+01
3.19400000000000e+00,1.66670000000000e+02,4.12691000000000e+01
3.19500000000000e+00,1.66603000000000e+02,4.12086000000000e+01
3.19600000000000e+00,1.66535000000000e+02,4.11480000000000e+01
3.19700000000000e+00,1.66468000000000e+02,4.10874000000000e+01
3.19800000000000e+00,1.66401000000000e+02,4.10267000000000e+01
3.19900000000000e+00,1.66333000000000e+02,4.09660000000000e+01
3.20000000000000e+00,1.66265000000000e+02,4.09052000000000e+01
3.20100000000000e+00,1.66197000000000e+02,4.08444000000000e+01
3.20200000000000e+00,1.66129000000000e+02,4.07835000000000e+01
3.20300000000000e+00,1.66061000000000e+02,4.07226000000000e+01
3.20400000000000e+00,1.65993000000000e+02,4.06616000000000e+01
3.20500000000000e+00,1.65924000000000e+02,4.06005000000000e+01
3.20600000000000e+00,1.65855000000000e+02,4.05395000000000e+01
3.20700000000000e+00,1.65787000000000e+02,4.04783000000000e+01
3.20800000000000e+00,1.65718000000000e+02,4.04172000000000e+01
3.20900000000000e+00,1.65649000000000e+02,4.03559000000000e+01
3.21000000000000e+00,1.65579000000000e+02,4.02947000000000e+01
3.21100000000000e+00,1.65510000000000e+02,4.02334000000000e+01
3.21200000000000e+00,1.65440000000000e+02,4.01720000000000e+01
3.21300000000000e+00,1.65370000000000e+02,4.01106000000000e+01
3.21400000000000e+00,1.65300000000000e+02,4.00491000000000e+01
3.21500000000000e+00,1.65230000000000e+02,3.99876000000000e+01
3.21600000000000e+00,1.65160000000000e+02,3.99261000000000e+01
3.21700000000000e+00,1.65089000000000e+02,3.98645000000000e+01
3.21800000000000e+00,1.65019000000000e+02,3.98029000000000e+01
3.21900000000000e+00,1.64948000000000e+02,3.97412000000000e+01
3.22000000000000e+00,1.64877000000000e+02,3.96795000000000e+01
3.22100000000000e+00,1.64806000000000e+02,3.96177000000000e+01
3.22200000000000e+00,1.64734000000000e+02,3.95559000000000e+01
3.22300000000000e+00,1.64663000000000e+02,3.94941000000000e+01
3.22400000000000e+00,1.64591000000000e+02,3.94322000000000e+01
3.22500000000000e+00,1.64519000000000e+02,3.93703000000000e+01
3.22600000000000e+00,1.64447000000000e+02,3.93083000000000e+01
3.22700000000000e+00,1.64375000000000e+02,3.92463000000000e+01
3.22800000000000e+00,1.64302000000000e+02,3.91843000000000e+01
3.22900000000000e+00,1.64229000000000e+02,3.91222000000000e+01
3.23000000000000e+00,1.64157000000000e+02,3.90601000000000e+01
3.23100000000000e+00,1.64083000000000e+02,3.89980000000000e+01
3.23200000000000e+00,1.64010000000000e+02,3.89358000000000e+01
3.23300000000000e+00,1.63937000000000e+02,3.88736000000000e+01
3.23400000000000e+00,1.63863000000000e+02,3.88114000000000e+01
3.23500000000000e+00,1.63789000000000e+02,3.87492000000000e+01
3.23600000000000e+00,1.63715000000000e+02,3.86869000000000e+01
3.23700000000000e+00,1.63641000000000e+02,3.86246000000000e+01
3.23800000000000e+00,1.63566000000000e+02,3.85622000000000e+01
3.23900000000000e+00,1.63491000000000e+02,3.84998000000000e+01
3.24000000000000e+00,1.63416000000000e+02,3.84375000000000e+01
3.24100000000000e+00,1.63341000000000e+02,3.83750000000000e+01
3.24200000000000e+00,1.63266000000000e+02,3.83126000000000e+01
3.24300000000000e+00,1.63190000000000e+02,3.82502000000000e+01
3.24400000000000e+00,1.63114000000000e+02,3.81877000000000e+01
3.24500000000000e+00,1.63038000000000e+02,3.81252000000000e+01
3.24600000000000e+00,1.62962000000000e+02,3.80627000000000e+01
3.24700000000000e+00,1.62885000000000e+02,3.80002000000000e+01
3.24800000000000e+00,1.62809000000000e+02,3.79377000000000e+01
3.24900000000000e+00,1.62732000000000e+02,3.78751000000000e+01
3.25000000000000e+00,1.62655000000000e+02,3.78126000000000e+01
3.25100000000000e+00,1.62577000000000e+02,3.77500000000000e+01
3.25200000000000e+00,1.62499000000000e+02,3.76875000000000e+01
3.25300000000000e+00,1.62421000000000e+02,3.76249000000000e+01
3.25400000000000e+00,1.62343000000000e+02,3.75623000000000e+01
3.25500000000000e+00,1.62265000000000e+02,3.74998000000000e+01
3.25600000000000e+00,1.62186000000000e+02,3.74372000000000e+01
3.25700000000000e+00,1.62107000000000e+02,3.73746000000000e+01
3.25800000000000e+00,1.62028000000000e+02,3.73121000000000e+01
3.25900000000000e+00,1.61948000000000e+02,3.72495000000000e+01
3.26000000000000e+00,1.61869000000000e+02,3.71870000000000e+01
3.26100000000000e+00,1.61789000000000e+02,3.71245000000000e+01
3.26200000000000e+00,1.61708000000000e+02,3.70620000000000e+01
3.26300000000000e+00,1.61628000000000e+02,3.69995000000000e+01
3.26400000000000e+00,1.61547000000000e+02,3.69370000000000e+01
3.26500000000000e+00,1.61466000000000e+02,3.68746000000000e+01
3.26600000000000e+00,1.61385000000000e+02,3.68121000000000e+01
3.26700000000000e+00,1.61303000000000e+02,3.67497000000000e+01
3.26800000000000e+00,1.61221000000000e+02,3.66874000000000e+01
3.26900000000000e+00,1.61139000000000e+02,3.66250000000000e+01
3.27000000000000e+00,1.61056000000000e+02,3.65627000000000e+01
3.27100000000000e+00,1.60974000000000e+02,3.65005000000000e+01
3.27200000000000e+00,1.60891000000000e+02,3.64383000000000e+01
3.27300000000000e+00,1.60807000000000e+02,3.63761000000000e+01
3.27400000000000e+00,1.60723000000000e+02,3.63140000000000e+01
3.27500000000000e+00,1.60639000000000e+02,3.62519000000000e+01
3.27600000000000e+00,1.60555000000000e+02,3.61899000000000e+01
3.27700000000000e+00,1.60471000000000e+02,3.61279000000000e+01
3.27800000000000e+00,1.60386000000000e+02,3.60660000000000e+01
3.27900000000000e+00,1.60300000000000e+02,3.60041000000000e+01
3.28000000000000e+00,1.60215000000000e+02,3.59423000000000e+01
3.28100000000000e+00,1.60129000000000e+02,3.58806000000000e+01
3.28200000000000e+00,1.60043000000000e+02,3.58190000000000e+01
3.28300000000000e+00,1.59956000000000e+02,3.57574000000000e+01
3.28400000000000e+00,1.59869000000000e+02,3.56959000000000e+01
3.28500000000000e+00,1.59782000000000e+02,3.56345000000000e+01
3.28600000000000e+00,1.59695000000000e+02,3.55732000000000e+01
3.28700000000000e+00,1.59607000000000e+02,3.55120000000000e+01
3.28800000000000e+00,1.59519000000000e+02,3.54509000000000e+01
3.28900000000000e+00,1.59430000000000e+02,3.53899000000000e+01
3.29000000000000e+00,1.59341000000000e+02,3.53289000000000e+01
3.29100000000000e+00,1.59252000000000e+02,3.52681000000000e+01
3.29200000000000e+00,1.59162000000000e+02,3.52074000000000e+01
3.29300000000000e+00,1.59072000000000e+02,3.51468000000000e+01
3.29400000000000e+00,1.58982000000000e+02,3.50864000000000e+01
3.29500000000000e+00,1.58891000000000e+02,3.50260000000000e+01
3.29600000000000e+00,1.58800000000000e+02,3.49658000000000e+01
3.29700000000000e+00,1.58708000000000e+02,3.49057000000000e+01
3.29800000000000e+00,1.58616000000000e+02,3.48458000000000e+01
3.29900000000000e+00,1.58524000000000e+02,3.47860000000000e+01
3.30000000000000e+00,1.58431000000000e+02,3.47263000000000e+01
3.30100000000000e+00,1.58338000000000e+02,3.46668000000000e+01
3.30200000000000e+00,1.58245000000000e+02,3.46075000000000e+01
3.30300000000000e+00,1.58151000000000e+02,3.45483000000000e+01
3.30400000000000e+00,1.58057000000000e+02,3.44892000000000e+01
3.30500000000000e+00,1.57962000000000e+02,3.44304000000000e+01
3.30600000000000e+00,1.57867000000000e+02,3.43717000000000e+01
3.30700000000000e+00,1.57771000000000e+02,3.43132000000000e+01
3.30800000000000e+00,1.57675000000000e+02,3.42549000000000e+01
3.30900000000000e+00,1.57579000000000e+02,3.41968000000000e+01
3.31000000000000e+00,1.57482000000000e+02,3.41389000000000e+01
3.31100000000000e+00,1.57384000000000e+02,3.40811000000000e+01
3.31200000000000e+00,1.57286000000000e+02,3.40236000000000e+01
3.31300000000000e+00,1.57188000000000e+02,3.39663000000000e+01
3.31400000000000e+00,1.57089000000000e+02,3.39092000000000e+01
3.31500000000000e+00,1.56990000000000e+02,3.38524000000000e+01
3.31600000000000e+00,1.56891000000000e+02,3.37957000000000e+01
3.31700000000000e+00,1.56790000000000e+02,3.37393000000000e+01
3.31800000000000e+00,1.56690000000000e+02,3.36832000000000e+01
3.31900000000000e+00,1.56589000000000e+02,3.36273000000000e+01
3.32000000000000e+00,1.56487000000000e+02,3.35716000000000e+01
3.32100000000000e+00,1.56385000000000e+02,3.35162000000000e+01
3.32200000000000e+00,1.56282000000000e+02,3.34610000000000e+01
3.32300000000000e+00,1.56179000000000e+02,3.34062000000000e+01
3.32400000000000e+00,1.56075000000000e+02,3.33515000000000e+01
3.32500000000000e+00,1.55971000000000e+02,3.32972000000000e+01
3.32600000000000e+00,1.55867000000000e+02,3.32432000000000e+01
3.32700000000000e+00,1.55761000000000e+02,3.31894000000000e+01
3.32800000000000e+00,1.55655000000000e+02,3.31359000000000e+01
3.32900000000000e+00,1.55549000000000e+02,3.30828000000000e+01
3.33000000000000e+00,1.55442000000000e+02,3.30299000000000e+01
3.33100000000000e+00,1.55335000000000e+02,3.29774000000000e+01
3.33200000000000e+00,1.55226000000000e+02,3.29251000000000e+01
3.33300000000000e+00,1.55118000000000e+02,3.28732000000000e+01
3.33400000000000e+00,1.55009000000000e+02,3.28217000000000e+01
3.33500000000000e+00,1.54899000000000e+02,3.27704000000000e+01
3.33600000000000e+00,1.54788000000000e+02,3.27195000000000e+01
3.33700000000000e+00,1.54677000000000e+02,3.26690000000000e+01
3.33800000000000e+00,1.54565000000000e+02,3.26188000000000e+01
3.33900000000000e+00,1.54453000000000e+02,3.25689000000000e+01
3.34000000000000e+00,1.54340000000000e+02,3.25194000000000e+01
3.34100000000000e+00,1.54227000000000e+02,3.24703000000000e+01
3.34200000000000e+00,1.54112000000000e+02,3.24216000000000e+01
3.34300000000000e+00,1.53997000000000e+02,3.23732000000000e+01
3.34400000000000e+00,1.53882000000000e+02,3.23252000000000e+01
